,m_a [eV],G_ap[GeV^-1]
332,1.83e-10,5.81e-11
333,1.84e-10,5.83e-11
334,1.86e-10,5.84e-11
335,1.87e-10,5.89e-11
336,1.89e-10,5.88e-11
337,1.9e-10,5.85e-11
338,1.92e-10,5.93e-11
339,1.93e-10,5.89e-11
340,1.95e-10,5.93e-11
341,1.96e-10,5.97e-11
342,1.98e-10,5.89e-11
343,2e-10,5.9e-11
344,2.01e-10,5.98e-11
345,2.03e-10,6.03e-11
346,2.05e-10,5.94e-11
347,2.06e-10,5.99e-11
348,2.08e-10,6.01e-11
349,2.1e-10,5.97e-11
350,2.11e-10,5.99e-11
351,2.13e-10,6e-11
352,2.15e-10,6.06e-11
353,2.16e-10,6.06e-11
354,2.18e-10,6.06e-11
355,2.2e-10,6.1e-11
356,2.22e-10,6.05e-11
357,2.23e-10,6.07e-11
358,2.25e-10,6.14e-11
359,2.27e-10,6.25e-11
360,2.29e-10,6.08e-11
361,2.31e-10,6.11e-11
362,2.33e-10,5.9e-11
363,2.34e-10,6.23e-11
364,2.36e-10,6.24e-11
365,2.38e-10,6.19e-11
366,2.4e-10,6.2e-11
367,2.42e-10,6.23e-11
368,2.44e-10,6.27e-11
369,2.46e-10,6.27e-11
370,2.48e-10,6.3e-11
371,2.5e-10,6.23e-11
372,2.52e-10,6.29e-11
373,2.54e-10,6.32e-11
374,2.56e-10,6.31e-11
375,2.58e-10,6.29e-11
376,2.6e-10,6.31e-11
377,2.62e-10,6.39e-11
378,2.64e-10,6.35e-11
379,2.67e-10,6.38e-11
380,2.69e-10,6.45e-11
381,2.71e-10,6.4e-11
382,2.73e-10,6.43e-11
383,2.75e-10,6.44e-11
384,2.78e-10,6.46e-11
385,2.8e-10,6.53e-11
386,2.82e-10,6.48e-11
387,2.84e-10,6.62e-11
388,2.87e-10,7.02e-11
389,2.89e-10,7.39e-11
390,2.91e-10,7.07e-11
391,2.94e-10,6.89e-11
392,2.96e-10,6.7e-11
393,2.98e-10,7.11e-11
394,3.01e-10,6.86e-11
395,3.03e-10,6.75e-11
396,3.06e-10,6.67e-11
397,3.08e-10,6.6e-11
398,3.11e-10,6.63e-11
399,3.13e-10,6.71e-11
400,3.16e-10,6.74e-11
401,3.18e-10,6.84e-11
402,3.21e-10,6.97e-11
403,3.23e-10,6.84e-11
404,3.26e-10,6.74e-11
405,3.29e-10,6.77e-11
406,3.31e-10,6.69e-11
407,3.34e-10,6.72e-11
408,3.37e-10,6.75e-11
409,3.39e-10,6.72e-11
410,3.42e-10,6.8e-11
411,3.45e-10,6.8e-11
412,3.48e-10,6.89e-11
413,3.5e-10,7.15e-11
414,3.53e-10,7.67e-11
415,3.56e-10,7.75e-11
416,3.59e-10,7.44e-11
417,3.62e-10,7.23e-11
418,3.65e-10,7.12e-11
419,3.68e-10,7.2e-11
420,3.71e-10,7.14e-11
