,m_a [eV],G_ap[GeV^-1]
0,1e-20,6.506992133316138e-08
1,0.00010362294968010665,6.506992133316138e-08
2,0.00016993923662890424,6.506992133316138e-08
3,0.00026327029175128667,6.54225849107397e-08
4,0.000357538677472824,6.577715984146544e-08
5,0.0003978239095082695,6.64920852548307e-08
6,0.0004166617337949384,6.667202745801605e-08
7,0.00043175717874658856,6.685245662436947e-08
8,0.0004434365943288571,6.739667909857342e-08
9,0.00047025546196258124,6.812920690579594e-08
10,0.0004942790226787216,6.849845108732729e-08
11,0.000506747184788119,6.886969648495636e-08
12,0.0005176842056133457,6.943034060353098e-08
13,0.0005297991812981871,6.980663662184573e-08
14,0.0005421976746840766,7.03749080424708e-08
15,0.0005538998161807055,7.075632339281265e-08
16,0.0005658545226033777,7.1332325881379e-08
17,0.0005801281728989527,7.210762984235822e-08
18,0.0005958211557972083,7.308862055414442e-08
19,0.0006130285204780616,7.40829571875577e-08
20,0.0006329815267705857,7.529403358130587e-08
21,0.0006617759402060635,7.777590449214981e-08
22,0.0006881965946745889,8.033958378707314e-08
23,0.0007068129244709817,8.209548044720445e-08
24,0.000724642242971212,8.411677798918142e-08
25,0.0007416005025793135,8.688946759651724e-08
26,0.0007603073358907074,8.975355166572387e-08
27,0.0007808743253543088,9.346677909940459e-08
28,0.0008019976701700525,9.759703403970478e-08
29,0.0008222280188278764,1.0218559342401502e-07
30,0.0008399739979570261,1.0786085281430494e-07
31,0.0008550545407063043,1.1202005321603485e-07
32,0.000876623246107003,1.1888234712563643e-07
33,0.000887610775105951,1.2380067274656998e-07
34,0.0008987360209565089,1.28922476238679e-07
35,0.0009214065893777874,1.4056827777500655e-07
36,0.0009379491389023851,1.4917942201895992e-07
37,0.0009547886864601297,1.6265507027536216e-07
38,0.0009667559351350155,1.7168872838730472e-07
39,0.0009771328908905537,1.8220629628103997e-07
40,0.0009893802001219294,1.9759440716631398e-07
41,0.0009982221501849142,2.0632601516905038e-07
42,0.001003565204407482,2.1544346900318822e-07
43,0.0010161438142432704,2.336386030803092e-07
44,0.0010234022509349853,2.4795119013000296e-07
45,0.0010288800834166944,2.568173812250299e-07
46,0.0010343872363817903,2.703490716724295e-07
47,0.0010399238667702234,2.8846551130682425e-07
48,0.0010492175183898476,3.0946413816345274e-07
49,0.0010548335289051296,3.2842176056757407e-07
50,0.0010585942260515418,3.4200901888242263e-07
51,0.0010604795995114355,3.5328245178058135e-07
52,0.0010642604260536583,3.67898230960835e-07
53,0.0010680547320153333,3.862375202112817e-07
54,0.0010718625654533463,4.022166957352417e-07
55,0.0010775997851747248,4.3618563775432423e-07
56,0.0010833677137679256,4.604108396994064e-07
57,0.0010891665156043393,4.92593030524508e-07
58,0.0011028180457548688,4.7558707898074697e-07
59,0.0011186294382845461,4.616568126681944e-07
60,0.0011346675229097043,4.530053033924212e-07
61,0.001157096013202466,4.4692509567132204e-07
62,0.0011799678379228505,4.457188823695807e-07
63,0.0012032917602739167,4.517826801206389e-07
64,0.0012227174789322356,4.604108396994064e-07
65,0.0012402479011870318,4.717467536073878e-07
66,0.001246886415253508,4.846698557041708e-07
67,0.001258029661718846,4.5423123535161025e-07
68,0.0012647633539084237,4.303311824915579e-07
69,0.0012715330886587483,4.12119794103179e-07
70,0.0012783390588901582,3.957471904875207e-07
71,0.001287470387546044,3.749243627386817e-07
72,0.0012989763271967966,3.5423851177594e-07
73,0.0013082550703262972,3.410859652613862e-07
74,0.0013222976062842895,3.2842176056757407e-07
75,0.0013341147918331086,3.18802065689933e-07
76,0.0013508364850214757,3.0779595690394095e-07
77,0.0013750888397481675,3.0202782026406463e-07
78,0.0013997766111343238,3.0202782026406463e-07
79,0.0014198455767607918,3.0779595690394095e-07
80,0.0014376418130777804,3.162277660168379e-07
81,0.0014479110603430984,3.266513873364589e-07
82,0.001458253662068781,3.3924732502827847e-07
83,0.0014686701422345046,3.5232897211086376e-07
84,0.001479161028562793,3.649274839123651e-07
85,0.0014870783419364318,3.77976490882236e-07
86,0.0014950380332864003,3.9043549743407073e-07
87,0.0015003681494720244,4.054910012188696e-07
88,0.00150839897545095,4.211270572221624e-07
89,0.001513776726126469,4.397364725175804e-07
90,0.0015218793224544085,4.6920378013629876e-07
91,0.0015300252884987123,5.03359111406809e-07
92,0.0015382148563988392,5.327528989628185e-07
93,0.001546448259536785,5.66919149294284e-07
94,0.0015492025089308195,5.935730554117696e-07
95,0.0015547257325437402,6.248483795562494e-07
96,0.0015602686475778306,6.61336564844208e-07
97,0.0015630475113067807,6.961823437176289e-07
98,0.0015686200951831937,7.2694632844242e-07
99,0.0015686200951831937,7.549779579206249e-07
100,0.001571413832975574,8.099360024769173e-07
101,0.001571413832975574,8.411677798918176e-07
102,0.001571413832975574,7.840905093602724e-07
103,0.0015742125464602056,8.736038795216948e-07
104,0.0015798249359691588,9.122080421346193e-07
105,0.001599626341389683,8.595522875740663e-07
106,0.001608188453817574,8.231764886870343e-07
107,0.0016196759361175816,7.92612711183386e-07
108,0.0016370611984330952,7.673200136018394e-07
109,0.0016575799988079608,7.549779579206249e-07
